,Merchant_String,Labels,Predictions,Confidence,CorrectPrediction
38734,uber eats c5nw3,uber,uber,0.9999999999977831,1
38735,cvs pharm 02108 5095 z5912z,cvs,cvs,0.9999999999359446,1
38736,paypal versonvault z7929z,paypal,paypal,0.9999141886848808,1
38737,popeyes 124 z5814z,popeyes,popeyes,0.9625520634505736,1
38738,francesca s b75 z5631z,francescas,francescas,0.9988552132679707,1
38739,wawa 287 z5541z,wawa,wawa,0.9157917641303279,1
38740,paypal greennetsys z5732z,etsy,paypal,0.9999499550884104,0
38741,burger king #11604 z5814z,burgerking,burgerking,0.999999993089979,1
38742,burger king #17 z5814z,burgerking,burgerking,0.9999999792006025,1
38743,gamestop 301 constitu z7993z,gamestop,gamestop,0.9999996369028941,1
38744,gamestop 1455 hickory,gamestop,gamestop,0.9970963517770272,1
38745,chase city street z6011z,atm,atm,0.9999999998437303,1
38746,uber trip wqd6a,uber,uber,0.9999999999925802,1
38747,target t 2605 5630 cot z5411z,target,target,0.9999999989078106,1
38748,staples 1421 z5943z,staples,staples,0.979290975345416,1
38749,parkone one 7000 place z7523z,parking,atm,0.7961369980881744,0
38750,claire s #6884 z5631z,claires,claires,0.9999991431176104,1
38751,kroger #4 4715 atlanta z5411z,kroger,kroger,0.9999999643913362,1
38752,2627 w burleigh st z6011z,atm,atm,0.9999999993613073,1
38753,smashburger #1460 z5814z,smashburger,mcdonalds,0.464510525001949,0
38754,etsy com gumstone z5699z,etsy,etsy,0.9999975672119097,1
38755,uber eats 6cjum,uber,uber,0.9999999999977831,1
38756,panera bread #601294 z5812z,panerabread,panerabread,0.9999999967501836,1
38757,aramark eli lilly mall z5814z,aramark,aramark,0.9999837309222358,1
38758,walgreens store 1000 p z5912z,walgreens,walgreens,0.9999999999996305,1
38759,meijer inc #125 q01 z5411z,meijer,meijer,0.9999999977084144,1
38760,amc bay terrace 6 #213 z7832z,amc,amc,0.9986120925020604,1
38761,paypal ak569 z5999z,paypal,paypal,0.9999816171537836,1
38762,cvs pharm 02410 6502 z5912z,cvs,cvs,0.9999999997439062,1
38763,paypal petifyco z5995z,paypal,paypal,0.9997065743391047,1
38764,0382 forever 21 z5621z,forever21,forever21,0.9999999999986642,1
38765,arbys 7518 z5814z,arbys,arbys,0.46149156087297205,1
38766,paypal wish order wis z5331z,wish,paypal,0.999514477932929,0
38767,uber trip usknf z4121z,uber,uber,1.0,1
38768,"chevron slo a, inc z5541z",chevron,chevron,0.9999999977752339,1
38769,books a million 751 z5942z,booksamillion,booksamillion,0.9999999993348467,1
38770,mcdonald s f01934 z5814z,mcdonalds,mcdonalds,0.999999999533074,1
38771,cvs pharm 00133 700 p z5912z,cvs,cvs,0.9999999989617976,1
38772,regal cinemas people p z7832z,regalcinemas,regalcinemas,0.9999990623921481,1
38773,paypal mcmullen darion z4829z,paypal,paypal,0.9999970070436415,1
38774,panera bread #03083 z5814z,panerabread,panerabread,0.9999994053701888,1
38775,uber eats 5odm5,uber,uber,0.9999999999977831,1
38776,dollar tr 4742 mobile z5331z,dollartree,dollartree,0.9999999642058064,1
38777,aeropostale #153 z5691z,aeropostale,aeropostale,0.9704719308443043,1
38778,paypal probestebay z5699z,ebay,paypal,0.999922103573213,0
38779,starbucks store 08915 z5814z,starbucks,starbucks,0.9999999997664837,1
38780,cinnabon #8406 z5814z,cinnabon,mcdonalds,0.5087633940744685,0
38781,dollar ge university s z531z,dollargeneral,dollargeneral,0.9999999999998153,1
38782,uber eats twnkb,uber,uber,0.9999999999977831,1
38783,ross stores #400 z531z,rossstores,rossstores,0.9999914383460307,1
38784,michaels stores 4309 4 z597z,michaels,michaels,0.9999999999498783,1
38785,uber trip lnssk z4121z,uber,uber,1.0,1
38786,eastshore z6011z,atm,atm,0.9986741364103311,1
38787,speedway 02866 111 z5542z,speedway,speedway,0.9819664224298966,1
38788,starbucks store 08795 z5814z,starbucks,starbucks,0.999999999766132,1
38789,dollar ge 21 23 bridge z531z,dollargeneral,dollargeneral,0.999999999995687,1
38790,chevron csi 099933 197 z5541z,chevron,chevron,0.9999994109940886,1
38791,mcdonald s f2001 z5814z,mcdonalds,mcdonalds,0.999999999533074,1
38792,mcdonald s f35558 gilbert azus z5814z,mcdonalds,mcdonalds,0.9999999999004672,1
38793,mcdonald s f17890 z5814z,mcdonalds,mcdonalds,0.999999999533074,1
38794,target t 3040 shallow z531z,target,target,0.99999999722273,1
38795,target t 2166 430 mari z531z,target,target,0.9999999790099141,1
38796,mcdonald s m4948 z5814z,mcdonalds,mcdonalds,0.999999999533074,1
38797,target t 900 bergen t paramus nj z5411z,target,target,1.0,1
38798,heb #045 z5411z,heb,heb,0.7188291139945118,1
38799,uber trip 7cqxt,uber,uber,0.9999999999925802,1
38800,circle k # 04880 2196 z5542z,circlek,circlek,0.9999999963620638,1
38801,paypal zhengwenjun z597z,paypal,paypal,0.9997566221358063,1
38802,nyctaxi1d58 z4121z,nyctaxi,uber,0.9986267432923078,0
38803,uber eats bvvpx,uber,uber,0.999999999988642,1
38804,einstein bros bagels40 z5814z,einsteinbros,mcdonalds,0.4408851678461289,0
38805,sonic drive in #5809 z5814z,sonic,sonic,1.0,1
38806,uber eats ixapd,uber,uber,0.9999999999977831,1
38807,paypal hongdong z5611z,paypal,paypal,0.9999747239762939,1
38808,the ups store #6770 z7399z,theupsstore,theupsstore,0.9999997335299966,1
38809,first choice vending z5814z,vendingmachine,vendingmachine,0.9999848504631742,1
38810,paypal nabedore z5999z,paypal,paypal,0.9999816171537836,1
38811,starbucks store 05904 z5814z,starbucks,starbucks,0.9999999997664837,1
38812,apple pay cash added z7399z,apple,apple,0.9999061513090971,1
38813,paypal mamisleh z8999z,paypal,paypal,0.9999941015563429,1
38814,taco bell #24145 z5814z,tacobell,tacobell,0.9999999987956834,1
38815,0312 forever 21 z5621z,forever21,forever21,0.9999999999986642,1
38816,kroger 1930 e main,kroger,kroger,0.9834301394114207,1
38817,sunoco 04299137 z5541z,sunoco,sunoco,0.9915637173853852,1
38818,cke the buffalo spot 2 z5812z,heb,heb,0.9999906501753886,1
38819,paypal blacckstar z5971z,paypal,paypal,0.9998653869220355,1
38820,uber trip bh4nn,uber,uber,0.9999999999985647,1
38821,michaels stores 5739 z597z,michaels,michaels,0.9999999826720513,1
38822,paypal tobrien682 z5999z,paypal,paypal,0.9999816171537836,1
38823,115 w benson rd z6011z,atm,atm,0.9999999996223892,1
38824,starbucks store 21352 z5814z,starbucks,starbucks,0.9999999997664837,1
38825,kroger #6 855 salem ro z5411z,kroger,kroger,0.9999999994302868,1
38826,uber trip xqnvd,uber,uber,0.9999999999985647,1
38827,sephora 14 91 5431 kap z5977z,sephora,sephora,0.9240379609173913,1
38828,target t 4955 us high z5411z,target,target,0.9999999999406128,1
38829,dunkin #353809 q35 z5814z,dunkindonuts,dunkindonuts,0.9999999201664093,1
38830,sunoco 00047035 z5541z,sunoco,sunoco,0.9994876385499989,1
38831,paypal whitehead tamar z4829z,paypal,paypal,0.9999721745442325,1
38832,restaurant subway z5814z,subway,subway,0.9628775802446273,1
38833,dollar general # 1787 z531z,dollargeneral,dollargeneral,0.9999999999669456,1
38834,dollar ge 4109 planinv z531z,dollargeneral,dollargeneral,0.9999999999513847,1
38835,mcdonald s f3289 z5814z,mcdonalds,mcdonalds,0.999999999533074,1
38836,mcdonald s f5943 z5814z,mcdonalds,mcdonalds,0.999999999533074,1
38837,wendys #8828 z5814z,wendys,wendys,0.9667925107394588,1
38838,cvs pharm 03999 401 c z5912z,cvs,cvs,0.9999999974383371,1
38839,dollar general # 8770 z531z,dollargeneral,dollargeneral,0.9999999999339053,1
38840,paypal calesawrsst su z5611z,paypal,paypal,0.9999992901521711,1
38841,smith supermark z5411z,smiths,walmart,0.44961900555573936,0
38842,paypal thijsmolend z8999z,paypal,paypal,0.9999941015563429,1
38843,caseys 1608 4th ave,caseys,caseys,0.9963909934994823,1
38844,dollar general # 2002 z531z,dollargeneral,dollargeneral,0.9999999999988347,1
38845,foot locker 07165 z5661z,footlocker,footlocker,0.9999991309051393,1
38846,marshalls 1795 us high z5651z,marshalls,marshalls,0.9935460831837245,1
38847,target t 2505 1st st z531z,target,target,0.9999762725965802,1
38848,dollar general # 2380 z531z,dollargeneral,dollargeneral,0.9999999998824265,1
38849,dunkin #352007 q35 z5814z,dunkindonuts,dunkindonuts,0.9999999201664093,1
38850,citgo 1053 w 10 z5541z,citgo,citgo,0.8750582319151962,1
38851,kroger fu 2011 nashvil z5542z,kroger,kroger,0.9999996134053754,1
38852,amc cicero 14 #6149 z7832z,amc,amc,0.9994481474126627,1
38853,sunoco 00572800 z5541z,sunoco,sunoco,0.9915637173853852,1
38854,pantry 1 wdlynne 1 z6011z,atm,atm,0.9999999054657751,1
38855,popeyes chiken & biscu z5814z,popeyes,popeyes,0.4041636858255616,1
38856,uber trip zvc6e z4121z,uber,uber,1.0,1
38857,ralphs 1413 hawthor z5411z,ralphs,ralphs,0.856976274472345,1
38858,five below 202 z5331z,fivebelow,fivebelow,0.9999993504676659,1
38859,mcdonald s f6015 z5814z,mcdonalds,mcdonalds,0.999999999533074,1
38860,mcdonald s f3090 z5814z,mcdonalds,mcdonalds,0.999999999533074,1
38861,the home depot #1532 z52z,homedepot,homedepot,0.9999999999999432,1
38862,chevron beltline chevr z5541z,chevron,chevron,0.9999864151181839,1
38863,speedway 08338 965 z5541z,speedway,speedway,0.9961123872142498,1
38864,mary s pizza #1 online,maryspizzashack,atm,0.6818929258920332,0
38865,frys food 10660 n w g z5411z,frysfood,atm,0.7809633802261626,0
38866,starbucks store 10237 z5814z,starbucks,starbucks,0.9999999997474447,1
38867,walgreens #6692 z5912z,walgreens,walgreens,0.9997773785808056,1
38868,tripp street z6011z,atm,atm,0.999999999013113,1
38869,uber eats ajjxk z4121z,uber,uber,1.0,1
38870,dollar ge 6742 highway z531z,dollargeneral,dollargeneral,0.9999999999999503,1
38871,cmsvend commeric z5814z,vendingmachine,vendingmachine,0.6735238496470445,1
38872,chevron olson oil inc z5541z,chevron,chevron,0.9999999644012696,1
38873,circle k # 04090 z5541z,circlek,circlek,0.9999999558983969,1
38874,uber eats zngle z4121z,uber,uber,1.0,1
38875,rpnw boise grove stree z7523z,parking,atm,0.9200381753951815,0
38876,cvs pharm 10583 636 6 z5912z,cvs,cvs,0.9999999998796767,1
38877,old navy us 4455 z5651z,oldnavy,oldnavy,0.9999999999997016,1
38878,doordash sonic drive i z5812z,sonic,sonic,0.9999999955295209,1
38879,icing #3215 z5631z,icing,icing,0.7177189828240883,1
38880,dollar general # 15806 z531z,dollargeneral,dollargeneral,0.9999999999357456,1
38881,walgreens store 52482 z5912z,walgreens,walgreens,0.999999994773102,1
38882,popeye s #5490 z5814z,popeyes,popeyes,0.6746357317734119,1
38883,dollar general # 1109 z531z,dollargeneral,dollargeneral,0.9999999999983231,1
38884,aeropostale #487 z5691z,aeropostale,aeropostale,0.9803142549756902,1
38885,t j maxx #1356 z5651z,tjmaxx,tjmaxx,0.9999999999999432,1
38886,uber eats oikph z4121z,uber,uber,1.0,1
38887,kroger #4 143 albertso z5411z,kroger,kroger,0.9999967913356719,1
38888,uber eats pcqaw z4121z,uber,uber,0.9999999999999964,1
38889,sonic drive in #2090 z5814z,sonic,sonic,1.0,1
38890,target t 7200 amador z5411z,target,target,0.9999999999346159,1
38891,evo z5812z,evo,panerabread,0.2748548094114586,0
38892,dunkin #353362 q35 z5814z,dunkindonuts,dunkindonuts,0.9999999201664093,1
38893,uber trip ts3on,uber,uber,0.9999999999985647,1
38894,wal mart #1440 z5411z,walmart,walmart,0.9999999993483968,1
38895,taco bell 0024595 z5814z,tacobell,tacobell,0.9999999987956834,1
38896,etsy com z5699z,etsy,etsy,0.9999997363972774,1
38897,3900 dave ward drive z6011z,atm,atm,0.9999999825052585,1
38898,uber trip czzbx,uber,uber,0.9999999999985647,1
38899,speedway 03424 147 z5541z,speedway,speedway,0.9846085929955407,1
38900,sunoco 09600198 z5541z,sunoco,sunoco,0.9915637173853852,1
38901,rue21 #1061 paris z5621z,rue21,rue21,0.9912945826709441,1
38902,sonic drive in #5421 z5814z,sonic,sonic,1.0,1
38903,paypal lauraelek66 z8999z,paypal,paypal,0.9999941015563429,1
38904,burger king #11685 z5814z,burgerking,burgerking,0.9999999923396743,1
38905,wendys mobile ap z5814z,wendys,wendys,0.9641619348143534,1
38906,sunoco 0491701900 z5541z,sunoco,sunoco,0.9915637173853852,1
38907,dunkin #351037 q35 z5814z,dunkindonuts,dunkindonuts,0.9999999201664093,1
38908,dollar general # 1133 z531z,dollargeneral,dollargeneral,0.9999999999246185,1
38909,whataburger 930 z5814z,whataburger,whataburger,0.5228170773518879,1
38910,peets coffee&tea#14802 z5814z,peetscoffee,peetscoffee,0.7606912647434573,1
38911,671 kelly street z6011z,atm,atm,0.9999999995508162,1
38912,dollar tr 200 s best a z5331z,dollartree,dollartree,0.9999999998873363,1
38913,dollar general # 14 de z531z,dollargeneral,dollargeneral,0.9999999999982805,1
38914,uber eats fv3df z4121z,uber,uber,1.0,1
38915,taco bell 031420 z5814z,tacobell,tacobell,0.9999999987956834,1
38916,tim hortons #918916,timhortons,timhortons,0.9999723484052061,1
38917,toys r us #8922 z5945z,toysrus,toysrus,0.9999999999455298,1
38918,flossmoor quick mart z5499z,kmart,kmart,0.9999636251970756,1
38919,wawa 8032 z5541z,wawa,wawa,0.9169110918148403,1
38920,zaxbys 1028 z5814z,zaxbys,mcdonalds,0.36169145505494515,0
38921,goodwill 1214 wells br z5931z,goodwill,goodwill,0.9576366181187769,1
38922,winn dixie #22 333 h,winndixie,winndixie,0.9999729387241192,1
38923,popeye s 103 z5814z,popeyes,popeyes,0.8137226241342022,1
38924,usps po 19506011 z9402z,usps,usps,0.9999991014823153,1
38925,uber eats 6eedu,uber,uber,0.9999999999977831,1
38926,jcpenney 0113 z5311z,jcpenney,jcpenney,0.9739177940347263,1
38927,costco whse #0464 z53z,costco,costco,0.9999994539732738,1
38928,jack in the box 0604 z5814z,jackinthebox,jackinthebox,1.0,1
38929,target t 1245 bald hi z5411z,target,target,0.9999999998777582,1
38930,sonic drive in #6578 z5814z,sonic,sonic,1.0,1
38931,old navy us 3911 z5651z,oldnavy,oldnavy,0.9999999999999858,1
38932,rite aid store 0107 z5912z,riteaidpharmacy,riteaidpharmacy,0.999999999999929,1
38933,10401 us hwy 441 z6011z,atm,atm,0.9999999910035058,1
38934,arbys #8040 memp z5812z,arbys,arbys,0.8371019307807642,1
38935,petsmart # 1683 z5995z,petsmart,petsmart,0.9880243393557447,1
38936,sephora 690 z5977z,sephora,sephora,0.9502867647829797,1
38937,uber trip hbkxz,uber,uber,0.9999999999985647,1
38938,walgreens #13109 z5912z,walgreens,walgreens,0.9997789982427335,1
38939,safeway store 0908,safeway,safeway,0.9999776908162447,1
38940,bp#6615215get n z5541z,bp,bp,0.8530774598470576,1
38941,kfc tbit lax z5814z,kfc,starbucks,0.8059327553588442,0
38942,cvs pharm 03621 113 4 z5912z,cvs,cvs,0.9999999999777529,1
38943,meijer # 250 250 meije z5411z,meijer,target,0.506058886130087,0
38944,us bank arvada west z6011z,atm,atm,0.9999999999971152,1
38945,rue21 4501 ds labu,rue21,rue21,0.998034509743158,1
38946,@williamsburg visi z6011z,atm,atm,0.998518550403292,1
38947,jimmy johns 2075 z5814z,jimmyjohns,jimmyjohns,0.9999996958279987,1
38948,green turtle shell & g z5947z,shell,paypal,0.5667938818817927,0
38949,kirby kipling,atm,atm,0.5626339187950925,1
38950,173 12 horace harding z6011z,atm,atm,0.999998239340088,1
38951,nyctaxi2y31,nyctaxi,uber,0.13671063313199616,0
38952,domino s 4405 z5814z,dominos,dominos,0.9998927568947215,1
38953,dollar general # nec r z531z,dollargeneral,dollargeneral,0.9999999999999574,1
38954,chipotle 1217 z5814z,chipotle,chipotle,0.9316506392550932,1
38955,uber trip 3t5tl,uber,uber,0.9999999999985647,1
38956,16975 sierra lakes z6011z,atm,atm,0.9999861122607931,1
38957,walgreens store 654 ca z5912z,walgreens,walgreens,0.9999999989511608,1
38958,mcdonald s f5352 z5814z,mcdonalds,mcdonalds,0.999999999533074,1
38959,uber trip wnhtl z4121z,uber,uber,1.0,1
38960,ulta #1396 z5399z,ultabeauty,ultabeauty,0.9975849558218155,1
38961,walgreens store 6421 m z5912z,walgreens,walgreens,0.9999999999881837,1
38962,burger king #23934 z5814z,burgerking,burgerking,0.9999999927295882,1
38963,mcdonald s f2013 z5814z,mcdonalds,mcdonalds,0.999999999533074,1
38964,jimmy johns 3400 z5814z,jimmyjohns,jimmyjohns,0.99999968842821,1
38965,aliexpress 408 7855580 caus z5311z,aliexpress,paypal,0.9796226945800945,0
38966,trader joe s # 138 z5411z,traderjoe,traderjoe,0.9999999623932758,1
38967,food lion #0927 z5411z,foodlion,foodlion,0.9999979280448705,1
38968,target t 0623 z531z,target,target,0.999999999308713,1
38969,uber eats kx63c,uber,uber,0.9999999999977831,1
38970,dollar ge 3500 john ba z531z,dollargeneral,dollargeneral,0.9999999999509583,1
38971,uniqlo skyview ctr #80 z5651z,uniqlo,tjmaxx,0.6005969326650711,0
38972,taco bell #26083 z5814z,tacobell,tacobell,0.9999999987956834,1
38973,circle k 01957 6700 e z5541z,circlek,circlek,0.9999999957976513,1
38974,petco 1516 z5995z,petco,petco,0.9629176243834222,1
38975,waffle house 0903 z5812z,wafflehouse,wafflehouse,0.9999993482787409,1
38976,ross stores #686 z531z,rossstores,rossstores,0.9999990443718919,1
38977,47 maybaum ave z6011z,atm,atm,0.9999999995295106,1
38978,uber eats av57c z4121z,uber,uber,0.9999999999999964,1
38979,14536 rockaway blvd z6011z,atm,atm,0.9999999998592273,1
38980,paypal findmybrick z5945z,paypal,paypal,0.9999695135737301,1
38981,dollar ge route 13 z531z,dollargeneral,dollargeneral,0.9999999999998863,1
38982,502 george street z6011z,atm,atm,0.9999999999409255,1
38983,security state bk tr,atm,atm,0.9636254888826797,1
38984,sonic drive in #3987 z5814z,sonic,sonic,1.0,1
38985,dollar tr 5000 s croat z5331z,dollartree,dollartree,0.9999999435365952,1
38986,uber trip tuqft z4121z,uber,uber,1.0,1
38987,sonic drive in #3738 z5814z,sonic,sonic,1.0,1
38988,etsy com scpersonalt z5699z,etsy,etsy,0.9999975672119097,1
38989,dollar tr 2535 e walnu dalton ga z5331z,dollartree,dollartree,0.9999999999718909,1
38990,uber trip ejfvp,uber,uber,0.9999999999992824,1
38991,uber eats xwncj z4121z,uber,uber,1.0,1
38992,13641 us hwy 29 z6011z,atm,atm,0.9999998911822902,1
38993,dollar tr 2279 n park z5331z,dollartree,dollartree,0.9999999489251663,1
38994,elevations credit un z601z,atm,atm,0.9936402750846267,1
38995,family dollar #5133 z5331z,familydollar,familydollar,0.999939019860138,1
38996,mcdonald s f19148 z5814z,mcdonalds,mcdonalds,0.999999999533074,1
38997,big lots 8960 tampa a,biglots,biglots,0.9999999928997454,1
38998,dairy queen #10782 z5814z,dairyqueen,dairyqueen,0.9999999565256462,1
38999,cmsvend ice spor z5814z,vendingmachine,vendingmachine,0.7981112844924758,1
39000,mcdonald s f551 z5814z,mcdonalds,mcdonalds,0.999999999533074,1
39001,mcdonald s f12712 z5814z,mcdonalds,mcdonalds,0.999999999533074,1
39002,massapequa z6011z,atm,atm,0.9986741364103311,1
39003,arco #42630 z5541z,arco,arco,0.9139781558651963,1
39004,calvin klein #009 z5611z,calvinklein,calvinklein,0.8437552076090296,1
39005,etsy com andmorgan z5699z,etsy,etsy,0.9999975672119097,1
39006,mcdonald s f5914 z5814z,mcdonalds,mcdonalds,0.999999999533074,1
39007,taco bell #27675 z5814z,tacobell,tacobell,0.9999999987956834,1
39008,baskin #360447 q35 z5814z,baskinrobbins,dunkindonuts,0.961152888400276,0
39009,panera bread #203760 z5812z,panerabread,panerabread,0.9999999967501836,1
39010,macy s 3393 peachtr z5311z,macys,macys,0.9999999635166297,1
39011,claires #5472 z5631z,claires,claires,0.9800498235382313,1
39012,burger king #4381 z5814z,burgerking,burgerking,0.9999999928229855,1
39013,domino s 6921 z5814z,dominos,dominos,0.9998731934631087,1
39014,sonic drive in #4556 z5814z,sonic,sonic,1.0,1
39015,dollar general # 9181 z531z,dollargeneral,dollargeneral,0.9999999999357456,1
39016,dollar tr 3236 orchard z5331z,dollartree,dollartree,0.9999999505341547,1
39017,cypress creek z6011z,atm,atm,0.9999990633665073,1
39018,1270 e stafford st z6011z,atm,atm,0.999999999377323,1
39019,circle k 07221 z5541z,circlek,circlek,0.9999999558983969,1
39020,nyctaxi7c68 z4121z,nyctaxi,uber,0.9986267432923078,0
39021,best buy #11 z5732z,bestbuy,bestbuy,0.9999990045723858,1
39022,burger king #2397 z5814z,burgerking,burgerking,0.9999999912727588,1
39023,640 paseo del pueblo s z6011z,atm,atm,0.9999999971770706,1
